id,name,status,date,category,amount,currency,salary,balance_left
42,Серік,Карта,2025-10-04,Кино,1475,KZT,1118128,848420
47,Қайрат,Карта,2025-07-31,Продукты питания,3003,KZT,813028,447386
24,Ерлан,Карта,2025-09-15,Кино,1018,KZT,2364205,2130238
39,Салтанат,Карта,2025-07-23,Кино,1356,KZT,1500725,1461805
30,Инабат,Карта,2025-08-19,Доставка еды,9011,KZT,2288846,1844876
13,Ақбота,Карта,2025-10-04,Продукты питания,6982,KZT,1461785,1723019
35,Нұржан,Карта,2025-09-02,Продукты питания,3627,KZT,2076357,623460
19,Гаухар,Карта,2025-10-02,АЗС,6549,KZT,697027,1874
25,Жазира,Карта,2025-08-08,Такси,4721,KZT,2152892,1220948
10,Арайлым,Карта,2025-08-31,АЗС,2072,KZT,903264,834909
46,Томирис,Карта,2025-09-17,Продукты питания,683,KZT,555224,575506
26,Жандос,Карта,2025-09-21,Кофе и рестораны,9262,KZT,2241153,1220415
47,Қайрат,Карта,2025-08-07,Продукты питания,6054,KZT,813028,447386
8,Алия,Карта,2025-08-19,Кофе и рестораны,1110,KZT,703488,750886
39,Салтанат,Карта,2025-09-12,Кино,663,KZT,1500725,1461805
8,Алия,Карта,2025-09-09,АЗС,1526,KZT,703488,750886
35,Нұржан,Карта,2025-09-25,Доставка еды,11436,KZT,2076357,623460
32,Меруерт,Карта,2025-10-01,Кофе и рестораны,8044,KZT,1310434,412250
1,Айгерім,Карта,2025-10-08,АЗС,15511,KZT,2168344,170820
11,Арман,Карта,2025-10-07,Продукты питания,15937,KZT,2449275,1140829
10,Арайлым,Карта,2025-09-15,АЗС,2117,KZT,903264,834909
38,Рустем,Карта,2025-08-22,Отдых дома,374,KZT,456574,260287
34,Назым,Карта,2025-10-17,Продукты питания,1943,KZT,450547,441763
20,Данияр,Карта,2025-09-25,АЗС,3710,KZT,658844,37786
50,Әсел,Карта,2025-09-08,Отели,149760,KZT,2439680,271729
12,Аружан,Карта,2025-10-08,Путешествия,130935,KZT,2121500,575730
35,Нұржан,Карта,2025-09-22,Такси,1469,KZT,2076357,623460
10,Арайлым,Карта,2025-07-20,Продукты питания,9921,KZT,903264,834909
28,Жансая,Карта,2025-07-30,Продукты питания,10846,KZT,1343635,525236
29,Зере,Карта,2025-09-11,Продукты питания,6054,KZT,1063354,1206709
20,Данияр,Карта,2025-09-06,Кофе и рестораны,3679,KZT,658844,37786
21,Динара,Карта,2025-08-18,Отдых дома,3518,KZT,1590432,512113
8,Алия,Карта,2025-10-06,Продукты питания,7704,KZT,703488,750886
45,Темірлан,Карта,2025-08-23,Отдых дома,2875,KZT,2045609,2305548
10,Арайлым,Карта,2025-08-25,Кофе и рестораны,8997,KZT,903264,834909
32,Меруерт,Карта,2025-09-01,Отели,45009,KZT,1310434,412250
50,Әсел,Карта,2025-09-04,Путешествия,57817,KZT,2439680,271729
7,Айым,Карта,2025-09-30,Продукты питания,4271,KZT,730892,532540
41,Санжар,Карта,2025-10-15,Развлечения,942,KZT,2093193,1709280
30,Инабат,Карта,2025-09-21,Продукты питания,9814,KZT,2288846,1844876
5,Айнұр,Карта,2025-08-22,Продукты питания,34756,KZT,2297210,6014
4,Айназ,Карта,2025-09-02,Продукты питания,10061,KZT,947937,767480
1,Айгерім,Карта,2025-09-27,Продукты питания,25338,KZT,2168344,170820
46,Томирис,Карта,2025-09-15,Доставка еды,2197,KZT,555224,575506
37,Раушан,Карта,2025-08-12,АЗС,11977,KZT,1261443,212419
7,Айым,Карта,2025-08-19,Доставка еды,829,KZT,730892,532540
9,Алтынай,Карта,2025-10-06,АЗС,14264,KZT,1816149,1494081
4,Айназ,Карта,2025-10-11,Кофе и рестораны,10993,KZT,947937,767480
25,Жазира,Карта,2025-09-10,Доставка еды,10874,KZT,2152892,1220948
25,Жазира,Карта,2025-07-23,Такси,4114,KZT,2152892,1220948
3,Айжан,Карта,2025-10-16,Доставка еды,1346,KZT,1106392,851824
11,Арман,Карта,2025-08-13,Развлечения,19344,KZT,2449275,1140829
7,Айым,Карта,2025-08-03,Путешествия,4553,KZT,730892,532540
47,Қайрат,Карта,2025-08-21,Такси,1871,KZT,813028,447386
30,Инабат,Карта,2025-10-07,АЗС,11511,KZT,2288846,1844876
10,Арайлым,Карта,2025-09-22,Доставка еды,879,KZT,903264,834909
20,Данияр,Карта,2025-10-06,Кофе и рестораны,11985,KZT,658844,37786
32,Меруерт,Карта,2025-09-07,АЗС,5441,KZT,1310434,412250
36,Нұрсұлтан,Карта,2025-09-28,Такси,2412,KZT,2456129,1078509
43,Сәуле,Карта,2025-07-21,Кофе и рестораны,31348,KZT,2191949,434365
25,Жазира,Карта,2025-10-14,Кофе и рестораны,11164,KZT,2152892,1220948
23,Ерасыл,Карта,2025-09-19,Доставка еды,3271,KZT,1198223,598112
3,Айжан,Карта,2025-09-09,Кофе и рестораны,8906,KZT,1106392,851824
36,Нұрсұлтан,Карта,2025-08-22,Продукты питания,21868,KZT,2456129,1078509
14,Ақмарал,Карта,2025-08-26,Доставка еды,3396,KZT,1199272,209166
2,Айдос,Карта,2025-09-03,Продукты питания,2037,KZT,862587,935275
39,Салтанат,Карта,2025-10-06,Путешествия,72185,KZT,1500725,1461805
43,Сәуле,Карта,2025-09-22,Кино,978,KZT,2191949,434365
25,Жазира,Карта,2025-10-07,АЗС,11745,KZT,2152892,1220948
50,Әсел,Карта,2025-09-30,Кофе и рестораны,6287,KZT,2439680,271729
36,Нұрсұлтан,Карта,2025-08-03,Продукты питания,31313,KZT,2456129,1078509
27,Жанель,Карта,2025-08-24,Развлечения,15686,KZT,2466811,478293
7,Айым,Карта,2025-07-23,Продукты питания,2436,KZT,730892,532540
37,Раушан,Карта,2025-10-05,АЗС,3818,KZT,1261443,212419
14,Ақмарал,Карта,2025-10-08,Кофе и рестораны,14201,KZT,1199272,209166
44,Талғат,Карта,2025-09-19,Продукты питания,14179,KZT,1827179,1061071
42,Серік,Карта,2025-08-18,АЗС,2991,KZT,1118128,848420
35,Нұржан,Карта,2025-08-07,АЗС,16299,KZT,2076357,623460
29,Зере,Карта,2025-08-06,АЗС,7290,KZT,1063354,1206709
33,Мурат,Карта,2025-09-06,Путешествия,36762,KZT,1419977,581454
33,Мурат,Карта,2025-10-05,Такси,3255,KZT,1419977,581454
48,Қуат,Карта,2025-08-02,Отдых дома,159,KZT,442697,2156
34,Назым,Карта,2025-07-21,Продукты питания,2652,KZT,450547,441763
43,Сәуле,Карта,2025-08-02,Продукты питания,26673,KZT,2191949,434365
27,Жанель,Карта,2025-10-13,Доставка еды,11656,KZT,2466811,478293
36,Нұрсұлтан,Карта,2025-09-12,АЗС,11567,KZT,2456129,1078509
22,Дияс,Карта,2025-09-12,Отдых дома,983,KZT,2393606,97129
24,Ерлан,Карта,2025-07-21,Кофе и рестораны,2640,KZT,2364205,2130238
2,Айдос,Карта,2025-08-23,Кофе и рестораны,8795,KZT,862587,935275
22,Дияс,Карта,2025-10-18,Такси,5460,KZT,2393606,97129
37,Раушан,Карта,2025-09-09,Продукты питания,11001,KZT,1261443,212419
11,Арман,Карта,2025-09-18,Продукты питания,15183,KZT,2449275,1140829
15,Балжан,Карта,2025-07-25,Кофе и рестораны,2511,KZT,693596,578208
27,Жанель,Карта,2025-08-05,АЗС,10001,KZT,2466811,478293
27,Жанель,Карта,2025-08-25,Продукты питания,25473,KZT,2466811,478293
19,Гаухар,Карта,2025-10-17,Отели,35258,KZT,697027,1874
1,Айгерім,Карта,2025-07-26,Продукты питания,33690,KZT,2168344,170820
44,Талғат,Карта,2025-10-02,Играем дома,3726,KZT,1827179,1061071
37,Раушан,Карта,2025-09-27,Кофе и рестораны,2297,KZT,1261443,212419
2,Айдос,Карта,2025-10-06,Играем дома,1822,KZT,862587,935275
2,Айдос,Карта,2025-08-10,Кино,1251,KZT,862587,935275
7,Айым,Карта,2025-09-06,Кино,981,KZT,730892,532540
1,Айгерім,Карта,2025-09-29,Доставка еды,5456,KZT,2168344,170820
9,Алтынай,Карта,2025-10-11,Отели,64000,KZT,1816149,1494081
11,Арман,Карта,2025-09-05,Доставка еды,6008,KZT,2449275,1140829
24,Ерлан,Карта,2025-08-30,АЗС,12901,KZT,2364205,2130238
30,Инабат,Карта,2025-08-26,Доставка еды,7827,KZT,2288846,1844876
9,Алтынай,Карта,2025-10-09,Кофе и рестораны,1999,KZT,1816149,1494081
42,Серік,Карта,2025-08-27,Продукты питания,1298,KZT,1118128,848420
32,Меруерт,Карта,2025-09-14,Доставка еды,1535,KZT,1310434,412250
12,Аружан,Карта,2025-10-02,Продукты питания,9863,KZT,2121500,575730
29,Зере,Карта,2025-10-13,Кофе и рестораны,8627,KZT,1063354,1206709
22,Дияс,Карта,2025-10-10,Доставка еды,6373,KZT,2393606,97129
32,Меруерт,Карта,2025-07-23,Продукты питания,15240,KZT,1310434,412250
44,Талғат,Карта,2025-09-08,Продукты питания,13892,KZT,1827179,1061071
10,Арайлым,Карта,2025-08-04,Продукты питания,5473,KZT,903264,834909
40,Самал,Карта,2025-08-22,АЗС,11147,KZT,1486273,750536
10,Арайлым,Карта,2025-09-10,Кофе и рестораны,10227,KZT,903264,834909
14,Ақмарал,Карта,2025-08-22,АЗС,4251,KZT,1199272,209166
19,Гаухар,Карта,2025-07-25,Продукты питания,1257,KZT,697027,1874
15,Балжан,Карта,2025-10-18,Кофе и рестораны,9155,KZT,693596,578208
49,Әлихан,Карта,2025-10-10,Путешествия,44583,KZT,1523631,877437
17,Бағдат,Карта,2025-07-28,Продукты питания,25840,KZT,2283414,1101524
3,Айжан,Карта,2025-08-19,АЗС,7132,KZT,1106392,851824
50,Әсел,Карта,2025-09-01,Такси,1273,KZT,2439680,271729
46,Томирис,Карта,2025-08-26,Путешествия,19728,KZT,555224,575506
49,Әлихан,Карта,2025-09-09,Отели,40634,KZT,1523631,877437
7,Айым,Карта,2025-09-11,Кофе и рестораны,10413,KZT,730892,532540
7,Айым,Карта,2025-08-11,Кофе и рестораны,6078,KZT,730892,532540
36,Нұрсұлтан,Карта,2025-08-09,Продукты питания,16997,KZT,2456129,1078509
22,Дияс,Карта,2025-09-04,Доставка еды,7343,KZT,2393606,97129
15,Балжан,Карта,2025-09-25,АЗС,1581,KZT,693596,578208
36,Нұрсұлтан,Карта,2025-08-29,Развлечения,9797,KZT,2456129,1078509
15,Балжан,Карта,2025-08-31,Такси,682,KZT,693596,578208
37,Раушан,Карта,2025-07-29,Продукты питания,17330,KZT,1261443,212419
4,Айназ,Карта,2025-10-02,Продукты питания,2523,KZT,947937,767480
16,Бауыржан,Карта,2025-07-23,Кофе и рестораны,16327,KZT,1598485,1288866
28,Жансая,Карта,2025-09-15,Путешествия,15700,KZT,1343635,525236
4,Айназ,Карта,2025-10-17,Кофе и рестораны,4947,KZT,947937,767480
5,Айнұр,Карта,2025-10-16,Играем дома,16004,KZT,2297210,6014
20,Данияр,Карта,2025-08-19,Доставка еды,2013,KZT,658844,37786
25,Жазира,Карта,2025-09-12,Продукты питания,11776,KZT,2152892,1220948
32,Меруерт,Карта,2025-08-18,Отели,46626,KZT,1310434,412250
10,Арайлым,Карта,2025-08-20,Путешествия,47318,KZT,903264,834909
40,Самал,Карта,2025-10-18,Кино,2312,KZT,1486273,750536
9,Алтынай,Карта,2025-07-27,Играем дома,2769,KZT,1816149,1494081
22,Дияс,Карта,2025-08-03,Продукты питания,26727,KZT,2393606,97129
27,Жанель,Карта,2025-09-15,Кино,4073,KZT,2466811,478293
43,Сәуле,Карта,2025-09-12,Продукты питания,21544,KZT,2191949,434365
33,Мурат,Карта,2025-08-13,Кофе и рестораны,23894,KZT,1419977,581454
2,Айдос,Карта,2025-08-12,Играем дома,1702,KZT,862587,935275
3,Айжан,Карта,2025-09-18,Кофе и рестораны,2534,KZT,1106392,851824
40,Самал,Карта,2025-09-21,Развлечения,15737,KZT,1486273,750536
33,Мурат,Карта,2025-09-09,Отели,43455,KZT,1419977,581454
9,Алтынай,Карта,2025-09-11,Путешествия,19535,KZT,1816149,1494081
5,Айнұр,Карта,2025-09-10,Кофе и рестораны,4978,KZT,2297210,6014
9,Алтынай,Карта,2025-09-15,Продукты питания,6176,KZT,1816149,1494081
3,Айжан,Карта,2025-09-09,Кофе и рестораны,5643,KZT,1106392,851824
42,Серік,Карта,2025-09-06,Продукты питания,7639,KZT,1118128,848420
20,Данияр,Карта,2025-08-06,АЗС,5551,KZT,658844,37786
14,Ақмарал,Карта,2025-09-20,Отдых дома,1493,KZT,1199272,209166
29,Зере,Карта,2025-09-12,Кофе и рестораны,11690,KZT,1063354,1206709
44,Талғат,Карта,2025-08-12,Кофе и рестораны,7159,KZT,1827179,1061071
30,Инабат,Карта,2025-09-21,Кофе и рестораны,18029,KZT,2288846,1844876
5,Айнұр,Карта,2025-09-23,Кофе и рестораны,41906,KZT,2297210,6014
5,Айнұр,Карта,2025-07-24,Продукты питания,9218,KZT,2297210,6014
38,Рустем,Карта,2025-10-12,Играем дома,688,KZT,456574,260287
20,Данияр,Карта,2025-08-09,Продукты питания,2693,KZT,658844,37786
17,Бағдат,Карта,2025-10-07,Отели,80612,KZT,2283414,1101524
8,Алия,Карта,2025-10-15,Отдых дома,1153,KZT,703488,750886
1,Айгерім,Карта,2025-10-01,Кино,2892,KZT,2168344,170820
35,Нұржан,Карта,2025-10-02,Продукты питания,19256,KZT,2076357,623460
30,Инабат,Карта,2025-10-08,АЗС,15078,KZT,2288846,1844876
14,Ақмарал,Карта,2025-09-23,Кино,2156,KZT,1199272,209166
17,Бағдат,Карта,2025-09-09,Кофе и рестораны,19827,KZT,2283414,1101524
50,Әсел,Карта,2025-09-12,Отдых дома,2234,KZT,2439680,271729
2,Айдос,Карта,2025-08-17,Кофе и рестораны,3279,KZT,862587,935275
20,Данияр,Карта,2025-09-30,Продукты питания,2579,KZT,658844,37786
24,Ерлан,Карта,2025-07-22,Продукты питания,23236,KZT,2364205,2130238
31,Мадина,Карта,2025-08-30,Такси,1635,KZT,896448,537204
2,Айдос,Карта,2025-09-15,Путешествия,28563,KZT,862587,935275
33,Мурат,Карта,2025-08-09,Такси,4186,KZT,1419977,581454
32,Меруерт,Карта,2025-10-04,Доставка еды,4958,KZT,1310434,412250
36,Нұрсұлтан,Карта,2025-07-29,Продукты питания,6313,KZT,2456129,1078509
15,Балжан,Карта,2025-07-25,Развлечения,2755,KZT,693596,578208
33,Мурат,Карта,2025-10-01,Кофе и рестораны,8625,KZT,1419977,581454
35,Нұржан,Карта,2025-08-15,АЗС,17009,KZT,2076357,623460
9,Алтынай,Карта,2025-10-13,Кино,370,KZT,1816149,1494081
43,Сәуле,Карта,2025-08-27,Продукты питания,20639,KZT,2191949,434365
12,Аружан,Карта,2025-07-20,Отели,94835,KZT,2121500,575730
37,Раушан,Карта,2025-09-08,Кофе и рестораны,15092,KZT,1261443,212419
41,Санжар,Карта,2025-08-30,Отдых дома,3236,KZT,2093193,1709280
17,Бағдат,Карта,2025-09-28,Кофе и рестораны,5417,KZT,2283414,1101524
22,Дияс,Карта,2025-09-06,Путешествия,179404,KZT,2393606,97129
46,Томирис,Карта,2025-08-17,Продукты питания,4725,KZT,555224,575506
40,Самал,Карта,2025-09-30,АЗС,1990,KZT,1486273,750536
34,Назым,Карта,2025-09-27,Продукты питания,3500,KZT,450547,441763
25,Жазира,Карта,2025-09-24,Кофе и рестораны,11570,KZT,2152892,1220948
27,Жанель,Карта,2025-09-25,Развлечения,11555,KZT,2466811,478293
28,Жансая,Карта,2025-08-02,Кино,1416,KZT,1343635,525236
17,Бағдат,Карта,2025-07-20,Такси,5451,KZT,2283414,1101524
36,Нұрсұлтан,Карта,2025-08-30,Продукты питания,29690,KZT,2456129,1078509
48,Қуат,Карта,2025-07-26,Кофе и рестораны,5368,KZT,442697,2156
6,Айсұлу,Карта,2025-08-31,АЗС,4356,KZT,584808,271086
15,Балжан,Карта,2025-10-08,Отели,30134,KZT,693596,578208
4,Айназ,Карта,2025-08-16,АЗС,5089,KZT,947937,767480
37,Раушан,Карта,2025-09-03,Отдых дома,2919,KZT,1261443,212419
13,Ақбота,Карта,2025-09-07,Продукты питания,13201,KZT,1461785,1723019
28,Жансая,Карта,2025-08-14,Продукты питания,4986,KZT,1343635,525236
13,Ақбота,Карта,2025-08-05,Кофе и рестораны,10072,KZT,1461785,1723019
29,Зере,Карта,2025-09-08,Продукты питания,1087,KZT,1063354,1206709
47,Қайрат,Карта,2025-09-21,Продукты питания,4642,KZT,813028,447386
5,Айнұр,Карта,2025-10-09,Кофе и рестораны,36348,KZT,2297210,6014
47,Қайрат,Карта,2025-08-06,Такси,1152,KZT,813028,447386
45,Темірлан,Карта,2025-08-26,Продукты питания,21480,KZT,2045609,2305548
14,Ақмарал,Карта,2025-08-30,Отдых дома,1906,KZT,1199272,209166
12,Аружан,Карта,2025-09-28,Отдых дома,1899,KZT,2121500,575730
50,Әсел,Карта,2025-08-28,Кофе и рестораны,28197,KZT,2439680,271729
18,Ботагөз,Карта,2025-08-30,Кофе и рестораны,14096,KZT,1151505,531208
23,Ерасыл,Карта,2025-10-04,Отдых дома,2734,KZT,1198223,598112
14,Ақмарал,Карта,2025-09-09,Продукты питания,16905,KZT,1199272,209166
49,Әлихан,Карта,2025-08-03,Доставка еды,2046,KZT,1523631,877437
48,Қуат,Карта,2025-07-23,Кино,313,KZT,442697,2156
20,Данияр,Карта,2025-10-12,Развлечения,8226,KZT,658844,37786
10,Арайлым,Карта,2025-08-24,Кофе и рестораны,9526,KZT,903264,834909
49,Әлихан,Карта,2025-09-21,Продукты питания,13496,KZT,1523631,877437
1,Айгерім,Карта,2025-09-14,АЗС,12127,KZT,2168344,170820
27,Жанель,Карта,2025-09-25,Кофе и рестораны,29219,KZT,2466811,478293
47,Қайрат,Карта,2025-07-27,АЗС,6830,KZT,813028,447386
25,Жазира,Карта,2025-09-27,Кофе и рестораны,15762,KZT,2152892,1220948
34,Назым,Карта,2025-09-30,Отдых дома,443,KZT,450547,441763
46,Томирис,Карта,2025-07-23,АЗС,1082,KZT,555224,575506
33,Мурат,Карта,2025-10-09,Отдых дома,778,KZT,1419977,581454
43,Сәуле,Карта,2025-07-23,Продукты питания,19345,KZT,2191949,434365
27,Жанель,Карта,2025-10-18,АЗС,8067,KZT,2466811,478293
19,Гаухар,Карта,2025-09-28,Продукты питания,9558,KZT,697027,1874
9,Алтынай,Карта,2025-07-27,Играем дома,6453,KZT,1816149,1494081
14,Ақмарал,Карта,2025-08-13,Продукты питания,1618,KZT,1199272,209166
6,Айсұлу,Карта,2025-08-23,Продукты питания,6463,KZT,584808,271086
36,Нұрсұлтан,Карта,2025-07-30,Путешествия,159466,KZT,2456129,1078509
21,Динара,Карта,2025-09-15,Кофе и рестораны,7911,KZT,1590432,512113
24,Ерлан,Карта,2025-08-22,Отели,62478,KZT,2364205,2130238
49,Әлихан,Карта,2025-08-30,Продукты питания,5573,KZT,1523631,877437
26,Жандос,Карта,2025-08-05,Доставка еды,10328,KZT,2241153,1220415
9,Алтынай,Карта,2025-07-22,Отдых дома,393,KZT,1816149,1494081
34,Назым,Карта,2025-08-26,Кофе и рестораны,1179,KZT,450547,441763
30,Инабат,Карта,2025-08-22,Продукты питания,1349,KZT,2288846,1844876
3,Айжан,Карта,2025-07-30,Такси,708,KZT,1106392,851824
41,Санжар,Карта,2025-09-12,АЗС,13172,KZT,2093193,1709280
34,Назым,Карта,2025-08-05,Доставка еды,1676,KZT,450547,441763
29,Зере,Карта,2025-08-09,Развлечения,2668,KZT,1063354,1206709
8,Алия,Карта,2025-10-01,Продукты питания,6169,KZT,703488,750886
23,Ерасыл,Карта,2025-09-27,Такси,2942,KZT,1198223,598112
44,Талғат,Карта,2025-07-21,Продукты питания,3928,KZT,1827179,1061071
16,Бауыржан,Карта,2025-08-28,Такси,3522,KZT,1598485,1288866
44,Талғат,Карта,2025-10-03,Продукты питания,15815,KZT,1827179,1061071
12,Аружан,Карта,2025-10-13,Кофе и рестораны,31740,KZT,2121500,575730
27,Жанель,Карта,2025-08-15,АЗС,22793,KZT,2466811,478293
12,Аружан,Карта,2025-08-16,Кофе и рестораны,33952,KZT,2121500,575730
4,Айназ,Карта,2025-08-05,Продукты питания,2454,KZT,947937,767480
1,Айгерім,Карта,2025-07-26,Кино,3660,KZT,2168344,170820
40,Самал,Карта,2025-08-22,Продукты питания,5692,KZT,1486273,750536
33,Мурат,Карта,2025-09-16,Продукты питания,10503,KZT,1419977,581454
41,Санжар,Карта,2025-08-04,Путешествия,117816,KZT,2093193,1709280
38,Рустем,Карта,2025-08-14,Продукты питания,1371,KZT,456574,260287
25,Жазира,Карта,2025-09-08,Путешествия,101252,KZT,2152892,1220948
26,Жандос,Карта,2025-09-03,Кофе и рестораны,31348,KZT,2241153,1220415
36,Нұрсұлтан,Карта,2025-08-28,АЗС,2410,KZT,2456129,1078509
22,Дияс,Карта,2025-08-16,Отдых дома,4507,KZT,2393606,97129
44,Талғат,Карта,2025-08-04,Кофе и рестораны,15121,KZT,1827179,1061071
45,Темірлан,Карта,2025-08-20,АЗС,7559,KZT,2045609,2305548
2,Айдос,Карта,2025-10-15,Кино,1149,KZT,862587,935275
42,Серік,Карта,2025-08-22,Доставка еды,4610,KZT,1118128,848420
24,Ерлан,Карта,2025-09-02,Кино,2399,KZT,2364205,2130238
39,Салтанат,Карта,2025-10-18,Доставка еды,2583,KZT,1500725,1461805
21,Динара,Карта,2025-08-05,Кофе и рестораны,18684,KZT,1590432,512113
19,Гаухар,Карта,2025-09-04,Кофе и рестораны,5563,KZT,697027,1874
10,Арайлым,Карта,2025-08-22,Кино,1292,KZT,903264,834909
19,Гаухар,Карта,2025-07-31,Продукты питания,1769,KZT,697027,1874
1,Айгерім,Карта,2025-09-08,Играем дома,3074,KZT,2168344,170820
13,Ақбота,Карта,2025-09-24,Доставка еды,4361,KZT,1461785,1723019
15,Балжан,Карта,2025-08-05,Кино,750,KZT,693596,578208
11,Арман,Карта,2025-08-23,Играем дома,9856,KZT,2449275,1140829
46,Томирис,Карта,2025-08-11,Кофе и рестораны,2395,KZT,555224,575506
4,Айназ,Карта,2025-08-24,Кофе и рестораны,11849,KZT,947937,767480
20,Данияр,Карта,2025-09-24,АЗС,3433,KZT,658844,37786
9,Алтынай,Карта,2025-08-23,Отдых дома,3542,KZT,1816149,1494081
26,Жандос,Карта,2025-07-27,Доставка еды,10008,KZT,2241153,1220415
28,Жансая,Карта,2025-07-20,Кофе и рестораны,12626,KZT,1343635,525236
32,Меруерт,Карта,2025-09-05,Продукты питания,7263,KZT,1310434,412250
26,Жандос,Карта,2025-10-09,Продукты питания,9448,KZT,2241153,1220415
40,Самал,Карта,2025-10-04,Кофе и рестораны,18280,KZT,1486273,750536
2,Айдос,Карта,2025-09-09,Кино,670,KZT,862587,935275
23,Ерасыл,Карта,2025-07-23,Продукты питания,14522,KZT,1198223,598112
8,Алия,Карта,2025-09-25,Продукты питания,8579,KZT,703488,750886
8,Алия,Карта,2025-10-05,Продукты питания,4229,KZT,703488,750886
22,Дияс,Карта,2025-08-19,Кофе и рестораны,38854,KZT,2393606,97129
40,Самал,Карта,2025-09-11,Такси,1681,KZT,1486273,750536
10,Арайлым,Карта,2025-09-01,Отели,40877,KZT,903264,834909
28,Жансая,Карта,2025-09-12,Отели,30506,KZT,1343635,525236
30,Инабат,Карта,2025-08-07,Продукты питания,21651,KZT,2288846,1844876
5,Айнұр,Карта,2025-08-23,Отдых дома,5407,KZT,2297210,6014
29,Зере,Карта,2025-10-15,Развлечения,3090,KZT,1063354,1206709
23,Ерасыл,Карта,2025-08-21,Развлечения,13073,KZT,1198223,598112
17,Бағдат,Карта,2025-10-09,АЗС,18594,KZT,2283414,1101524
42,Серік,Карта,2025-10-02,Кофе и рестораны,13237,KZT,1118128,848420
41,Санжар,Карта,2025-07-24,Продукты питания,12322,KZT,2093193,1709280
1,Айгерім,Карта,2025-09-14,Путешествия,52453,KZT,2168344,170820
43,Сәуле,Карта,2025-09-27,Продукты питания,6878,KZT,2191949,434365
36,Нұрсұлтан,Карта,2025-07-29,Кино,3593,KZT,2456129,1078509
43,Сәуле,Карта,2025-07-25,Отдых дома,1925,KZT,2191949,434365
25,Жазира,Карта,2025-09-30,Путешествия,11420,KZT,2152892,1220948
24,Ерлан,Карта,2025-08-10,Кофе и рестораны,18336,KZT,2364205,2130238
23,Ерасыл,Карта,2025-09-18,Такси,1809,KZT,1198223,598112
32,Меруерт,Карта,2025-08-30,Отели,13604,KZT,1310434,412250
1,Айгерім,Карта,2025-10-06,Развлечения,31301,KZT,2168344,170820
5,Айнұр,Карта,2025-09-27,Кофе и рестораны,41690,KZT,2297210,6014
13,Ақбота,Карта,2025-10-03,Продукты питания,11111,KZT,1461785,1723019
41,Санжар,Карта,2025-10-09,Отели,6758,KZT,2093193,1709280
18,Ботагөз,Карта,2025-08-23,Отдых дома,1489,KZT,1151505,531208
3,Айжан,Карта,2025-09-16,Отели,6121,KZT,1106392,851824
33,Мурат,Карта,2025-08-22,Продукты питания,8475,KZT,1419977,581454
10,Арайлым,Карта,2025-09-04,Продукты питания,7252,KZT,903264,834909
1,Айгерім,Карта,2025-08-12,Отели,128276,KZT,2168344,170820
8,Алия,Карта,2025-07-22,Развлечения,5685,KZT,703488,750886
24,Ерлан,Карта,2025-08-16,Играем дома,12704,KZT,2364205,2130238
5,Айнұр,Карта,2025-09-25,Доставка еды,6559,KZT,2297210,6014
48,Қуат,Карта,2025-07-26,Путешествия,24757,KZT,442697,2156
34,Назым,Карта,2025-07-30,Развлечения,4503,KZT,450547,441763
30,Инабат,Карта,2025-08-11,Отдых дома,1933,KZT,2288846,1844876
6,Айсұлу,Карта,2025-07-31,Кино,399,KZT,584808,271086
2,Айдос,Карта,2025-09-23,Кофе и рестораны,5650,KZT,862587,935275
41,Санжар,Карта,2025-09-12,Кофе и рестораны,21093,KZT,2093193,1709280
13,Ақбота,Карта,2025-09-26,Продукты питания,12230,KZT,1461785,1723019
32,Меруерт,Карта,2025-09-08,Отдых дома,1809,KZT,1310434,412250
15,Балжан,Карта,2025-08-04,АЗС,5484,KZT,693596,578208
5,Айнұр,Карта,2025-08-22,Такси,5255,KZT,2297210,6014
49,Әлихан,Карта,2025-08-24,Кино,1440,KZT,1523631,877437
27,Жанель,Карта,2025-09-08,АЗС,17039,KZT,2466811,478293
38,Рустем,Карта,2025-09-28,Кофе и рестораны,6263,KZT,456574,260287
47,Қайрат,Карта,2025-09-14,Кофе и рестораны,4724,KZT,813028,447386
25,Жазира,Карта,2025-09-20,Продукты питания,27727,KZT,2152892,1220948
26,Жандос,Карта,2025-10-08,Отдых дома,2592,KZT,2241153,1220415
26,Жандос,Карта,2025-09-01,Продукты питания,4005,KZT,2241153,1220415
42,Серік,Карта,2025-09-18,Отдых дома,1437,KZT,1118128,848420
8,Алия,Карта,2025-09-23,Доставка еды,2774,KZT,703488,750886
45,Темірлан,Карта,2025-09-17,Отдых дома,3040,KZT,2045609,2305548
43,Сәуле,Карта,2025-09-05,Путешествия,110715,KZT,2191949,434365
14,Ақмарал,Карта,2025-08-05,Продукты питания,17901,KZT,1199272,209166
50,Әсел,Карта,2025-08-24,Кофе и рестораны,21158,KZT,2439680,271729
30,Инабат,Карта,2025-09-22,АЗС,15586,KZT,2288846,1844876
46,Томирис,Карта,2025-09-20,Продукты питания,6181,KZT,555224,575506
4,Айназ,Карта,2025-10-11,Продукты питания,1770,KZT,947937,767480
46,Томирис,Карта,2025-09-30,Отдых дома,863,KZT,555224,575506
7,Айым,Карта,2025-10-13,Отдых дома,348,KZT,730892,532540
16,Бауыржан,Карта,2025-10-05,Кофе и рестораны,19247,KZT,1598485,1288866
26,Жандос,Карта,2025-10-13,АЗС,14454,KZT,2241153,1220415
